Video_ID,Frame_ID,Norm_Torso_Height,Rel_Ball_X,Rel_Ball_Y,Rel_LeftElbow_X,Rel_LeftElbow_Y,LeftElbow_Vis,Rel_RightElbow_X,Rel_RightElbow_Y,RightElbow_Vis,Rel_LeftWrist_X,Rel_LeftWrist_Y,Rel_LeftWrist_Z,LeftWrist_Vis,Rel_RightWrist_X,Rel_RightWrist_Y,Rel_RightWrist_Z,RightWrist_Vis,Rel_LeftAnkle_X,Rel_LeftAnkle_Y,LeftAnkle_Vis,Rel_RightAnkle_X,Rel_RightAnkle_Y,RightAnkle_Vis,Dist_Ball_L_Wrist,Dist_Ball_R_Wrist,Delta_Ball_Y,Delta_Ball_X,Left_Wrist_Behind,Right_Wrist_Behind,Hands_Behind_Back_Count,Dribble,Crossover,Hand_Touch,Ball_Detected
crossover_11_05_01_fps30.mp4,0,0.20429176092147827,0.12455265390670911,-0.05525892507739183,0.07334008812904358,-0.09797358512878418,0.9188178777694702,-0.07916036248207092,-0.09332451224327087,0.9931948184967041,0.10818085074424744,-0.03563809394836426,-0.34460151195526123,0.8587544560432434,-0.06738099455833435,-0.005597829818725586,-0.3011733293533325,0.9952232241630554,0.1284736692905426,0.2620030641555786,0.9880768060684204,-0.14024728536605835,0.2560625672340393,0.9938802719116211,0.025554118121825443,0.19825425542820815,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0
crossover_11_05_01_fps30.mp4,1,0.20434145629405975,0.12448205695313919,-0.055154996238103715,0.07284250855445862,-0.09871244430541992,0.9224650859832764,-0.07915449142456055,-0.09286323189735413,0.9934309124946594,0.1078731119632721,-0.03677123785018921,-0.3387923836708069,0.8678826689720154,-0.06745415925979614,-0.0038286149501800537,-0.2790532112121582,0.9954228401184082,0.1290927231311798,0.2630128562450409,0.9882572889328003,-0.1403363049030304,0.25636324286460876,0.993829071521759,0.02477538347113215,0.19868041803421893,0.00010392883928811436,-7.059695356992357e-05,0.0,0.0,0.0,0,0,0,1.0
crossover_11_05_01_fps30.mp4,2,0.20389530062675476,0.11843748244188601,-0.04514405087726875,0.0726756751537323,-0.09845501184463501,0.9250749349594116,-0.07939803600311279,-0.09264960885047913,0.9935512542724609,0.10681125521659851,-0.03529316186904907,-0.3459416627883911,0.8745694756507874,-0.06541997194290161,-0.007025599479675293,-0.30286893248558044,0.9955453872680664,0.1293867528438568,0.26395708322525024,0.9883655309677124,-0.1405060887336731,0.2566608190536499,0.9937455058097839,0.015238411129323146,0.18776735570861341,0.010010945360834966,-0.006044574511253176,0.0,0.0,0.0,0,0,0,1.0
crossover_11_05_01_fps30.mp4,3,0.20357057452201843,0.11831125808974441,-0.045046598882209965,0.07255887985229492,-0.09828883409500122,0.9270402789115906,-0.07962653040885925,-0.09251266717910767,0.9936714768409729,0.10617423057556152,-0.034428417682647705,-0.3485781252384186,0.8799652457237244,-0.0645209550857544,-0.008218318223953247,-0.30783820152282715,0.9956662654876709,0.12957793474197388,0.26465287804603577,0.9885066151618958,-0.14062070846557617,0.25685104727745056,0.993709146976471,0.016126165349107945,0.18650453193124922,9.745199505878377e-05,-0.00012622435214160177,0.0,0.0,0.0,0,0,0,1.0
crossover_11_05_01_fps30.mp4,4,0.20208455622196198,0.11123429233744997,-0.03283223829618315,0.07333201169967651,-0.09719711542129517,0.9289433360099792,-0.07972386479377747,-0.09256339073181152,0.9938231706619263,0.1057470440864563,-0.031738221645355225,-0.3940122127532959,0.8838749527931213,-0.060282349586486816,-0.012134939432144165,-0.3554588854312897,0.9958298802375793,0.12996125221252441,0.26506325602531433,0.9884784817695618,-0.140340656042099,0.2567780315876007,0.9934970140457153,0.0055952449276436365,0.17276092335111926,0.012214360586026818,-0.00707696575229444,0.0,0.0,0.0,0,0,0,1.0
crossover_11_05_01_fps30.mp4,5,0.20109814405441284,0.11141274520906352,-0.032838413918890585,0.07411795854568481,-0.09611475467681885,0.9301896095275879,-0.0797126293182373,-0.09257575869560242,0.9939547181129456,0.1055976152420044,-0.030395865440368652,-0.40001213550567627,0.886292040348053,-0.05879908800125122,-0.013895243406295776,-0.35946565866470337,0.995963454246521,0.13031268119812012,0.2655893862247467,0.9883463382720947,-0.14010831713676453,0.25678738951683044,0.9932489991188049,0.006307279889438784,0.17126269843105138,-6.175622707438322e-06,0.00017845287161355472,0.0,0.0,0.0,0,0,0,1.0
crossover_11_05_01_fps30.mp4,6,0.20063690841197968,0.11158552220312212,-0.03291138730398041,0.07465061545372009,-0.09529787302017212,0.9314064383506775,-0.07959669828414917,-0.09266409277915955,0.9941428303718567,0.1053343117237091,-0.029467076063156128,-0.3937591016292572,0.8880847692489624,-0.058094292879104614,-0.014724016189575195,-0.3553740382194519,0.9961147904396057,0.13052812218666077,0.2656314969062805,0.9881944060325623,-0.14002561569213867,0.2576923370361328,0.9931196570396423,0.007137290268833938,0.17065175098542576,-7.29733850898251e-05,0.0001727769940585988,0.0,0.0,0.0,0,0,0,1.0
crossover_11_05_01_fps30.mp4,7,0.19920039176940918,0.10098305475913871,-0.019243037991407475,0.07601875066757202,-0.09431144595146179,0.9328113794326782,-0.07926303148269653,-0.09234213829040527,0.9943668246269226,0.10224318504333496,-0.027815401554107666,-0.45297950506210327,0.8882767558097839,-0.053251445293426514,-0.015793681144714355,-0.39814653992652893,0.9962287545204163,0.13086330890655518,0.26591914892196655,0.988231360912323,-0.13922858238220215,0.25780200958251953,0.9930892586708069,0.008664487600790853,0.1542730665706771,0.013668349312572936,-0.01060246744398341,0.0,0.0,0.0,0,0,0,1.0
crossover_11_05_01_fps30.mp4,8,0.19809146225452423,0.1011636430934324,-0.01901843576896478,0.07692515850067139,-0.09326547384262085,0.9337637424468994,-0.07906743884086609,-0.09203848242759705,0.9945800304412842,0.10053294897079468,-0.0273343026638031,-0.4524950385093689,0.8872107267379761,-0.05174627900123596,-0.016489624977111816,-0.3889541029930115,0.9963148832321167,0.1310397982597351,0.26653021574020386,0.9885817766189575,-0.13867324590682983,0.25801753997802734,0.9932579398155212,0.008339749234179508,0.15293083128989568,0.00022460222244269357,0.00018058833429368537,0.0,0.0,0.0,0,0,0,1.0
crossover_11_05_01_fps30.mp4,9,0.196697399020195,0.08972253243801953,-0.004104645513906657,0.07780525088310242,-0.0934077799320221,0.9332658648490906,-0.07779532670974731,-0.0926986038684845,0.9945162534713745,0.09297576546669006,-0.014343291521072388,-0.42590034008026123,0.8797440528869629,-0.04638746380805969,-0.01767626404762268,-0.392871230840683,0.9961130619049072,0.13176193833351135,0.26522520184516907,0.9882727265357971,-0.1376352310180664,0.256778746843338,0.9930974841117859,0.010743062747600592,0.13678494035431094,0.014913790255058124,-0.011441110655412867,0.0,0.0,0.0,0,0,0,1.0
crossover_11_05_01_fps30.mp4,10,0.1962238997220993,0.09041509608090936,-0.004604909187409967,0.07847821712493896,-0.09397262334823608,0.9334807395935059,-0.07684418559074402,-0.09266683459281921,0.9945416450500488,0.09335821866989136,-0.01483309268951416,-0.43577879667282104,0.876060426235199,-0.04428085684776306,-0.018143892288208008,-0.4110826849937439,0.9961109757423401,0.13244760036468506,0.26471924781799316,0.9881911277770996,-0.13684040307998657,0.2564504146575928,0.9930808544158936,0.01064320009801998,0.13537467931177835,-0.0005002636735033095,0.0006925636428898319,0.0,0.0,0.0,0,0,0,1.0
crossover_11_05_01_fps30.mp4,11,0.19626784324645996,0.09067525520163067,-0.004955457623411985,0.07878255844116211,-0.09475347399711609,0.9365333914756775,-0.07652729749679565,-0.09261560440063477,0.9945564866065979,0.09347474575042725,-0.017038017511367798,-0.437171071767807,0.8815338015556335,-0.0436955988407135,-0.01847746968269348,-0.3943747282028198,0.9960565567016602,0.132587730884552,0.264072984457016,0.9877228736877441,-0.13666236400604248,0.2562541663646698,0.9930105805397034,0.01240263684781749,0.1350495139798745,-0.00035054843600201835,0.00026015912072130387,0.0,0.0,0.0,0,0,0,1.0
