Video_ID,Frame_ID,Norm_Torso_Height,Rel_Ball_X,Rel_Ball_Y,Rel_LeftElbow_X,Rel_LeftElbow_Y,LeftElbow_Vis,Rel_RightElbow_X,Rel_RightElbow_Y,RightElbow_Vis,Rel_LeftWrist_X,Rel_LeftWrist_Y,LeftWrist_Vis,Rel_RightWrist_X,Rel_RightWrist_Y,RightWrist_Vis,Rel_LeftAnkle_X,Rel_LeftAnkle_Y,LeftAnkle_Vis,Rel_RightAnkle_X,Rel_RightAnkle_Y,RightAnkle_Vis,Dist_Ball_L_Wrist,Dist_Ball_R_Wrist,Delta_Ball_Y,Delta_Ball_X,Dribble,Crossover,Hand_Touch,Ball_Detected
crossover_02_05_1.mp4,0,0.1505127847194671,0.0020854890346527,0.1070522915433954,0.0797925889492034,-0.0236338675022125,0.9675277471542358,-0.0795274078845977,-0.0101166665554046,0.9782845377922058,0.052518755197525,0.0697497427463531,0.8656066656112671,-0.0399843156337738,0.0770852267742157,0.924168586730957,0.1407287418842315,0.2265172302722931,0.8351477384567261,-0.1320100426673889,0.2567716538906097,0.8912899494171143,0.0627295343726608,0.051651654723927,0.0,0.0,0.0,0.0,1,1.0
crossover_02_05_1.mp4,1,0.1513364762067794,0.0018956144650777,0.1071267911681422,0.0793177485466003,-0.026709109544754,0.9690456986427308,-0.0796369910240173,-0.0105062425136566,0.9791036248207092,0.0520574450492858,0.0692609250545501,0.8716723322868347,-0.0397756695747375,0.07661172747612,0.9242650270462036,0.1404321193695068,0.2258172929286956,0.8359998464584351,-0.1323367059230804,0.2554490864276886,0.8915656208992004,0.0628492884931188,0.0516494436141875,7.449962474681548e-05,-0.0001898745695749,0.0,0.0,1,1.0
crossover_02_05_1.mp4,2,0.1523257791996002,0.0020198543866475,0.1065137766025684,0.0791172385215759,-0.0284507870674133,0.9703196287155152,-0.0797363221645355,-0.0113710165023803,0.9796366691589355,0.0516799688339233,0.0683959126472473,0.8764026761054993,-0.0394308567047119,0.0756484270095825,0.923526406288147,0.1402960419654846,0.2248930931091308,0.8379425406455994,-0.1325345635414123,0.2539310455322265,0.8923603296279907,0.0626027037709466,0.0516800856759795,-0.0006130145655738,0.0001242399215697,0.0,0.0,1,1.0
crossover_02_05_1.mp4,3,0.1524883061647415,0.0025987287362416,0.1059616013809486,0.0789603888988494,-0.0288469791412353,0.9709434509277344,-0.0798097848892211,-0.0116164088249206,0.9800878167152404,0.051336258649826,0.0682571530342102,0.8774397969245911,-0.0392388403415679,0.0751153230667114,0.9225356578826904,0.1401871740818023,0.2247352004051208,0.8344310522079468,-0.1327901482582092,0.2536066770553589,0.8903407454490662,0.0616195768178377,0.0519795639860501,-0.0005521752216197,0.0005788743495941,0.0,0.0,1,1.0
crossover_02_05_1.mp4,4,0.1527633517980575,0.0029230455557505,0.1054160219651682,0.078877180814743,-0.0292524695396423,0.9713351726531982,-0.0798391103744506,-0.0119580030441284,0.9804920554161072,0.05097296833992,0.0679084062576294,0.8779001235961914,-0.0391344726085662,0.0740928649902343,0.9214493632316588,0.140063852071762,0.2242807745933532,0.830885112285614,-0.1329452693462371,0.2532678246498108,0.8885875344276428,0.060955855466305,0.0524402040138878,-0.0005455794157804,0.0003243168195088,0.0,0.0,1,1.0
crossover_02_05_1.mp4,5,0.1530346274375915,0.0030587494373321,0.1043946193324194,0.0788592994213104,-0.0294783413410186,0.9720468521118164,-0.0798489153385162,-0.0126798450946807,0.981086790561676,0.0507061183452606,0.0677249729633331,0.8805161714553833,-0.0391318798065185,0.072974294424057,0.9210898876190186,0.1400195658206939,0.224149078130722,0.8305422067642212,-0.1329855322837829,0.2530142366886139,0.8885318040847778,0.0601243272617837,0.0526049998891657,-0.0010214026327487,0.0001357038815816,0.0,0.0,1,1.0
crossover_02_05_1.mp4,6,0.1533100455999374,0.0029890010754267,0.1042986397390012,0.0788579136133194,-0.0295785069465637,0.9722549319267272,-0.0798621624708175,-0.0132678747177124,0.9815952777862548,0.0499225407838821,0.0677399039268493,0.878860354423523,-0.0391205698251724,0.0725858807563781,0.920318603515625,0.1400076895952224,0.2240684628486633,0.8260296583175659,-0.1329914480447769,0.2528104782104492,0.8856697082519531,0.0594920020990038,0.0527154156174692,-9.597959341822726e-05,-6.974836190543066e-05,0.0,0.0,1,1.0
crossover_02_05_1.mp4,7,0.1536086648702621,0.002595043182373,0.1048461295940258,0.0787877440452575,-0.0297219157218933,0.9712555408477784,-0.0798485577106475,-0.0137661099433898,0.9811757206916808,0.0489767789840698,0.0681148171424865,0.8672699928283691,-0.0391018092632293,0.0723274946212768,0.9116652607917786,0.1400271654129028,0.2239801287651062,0.8179067969322205,-0.1329823732376098,0.2527478337287903,0.880866527557373,0.0591646408794222,0.0528780590071272,0.0005474898550246,-0.0003939578930536,0.0,0.0,1,1.0
crossover_02_05_1.mp4,8,0.1541546583175659,0.0017324864864349,0.1070443817862758,0.0787031948566436,-0.0296341478824615,0.9655407071113586,-0.0797926783561706,-0.0144851505756378,0.9783557057380676,0.0475237667560577,0.0696059167385101,0.823665976524353,-0.0389500260353088,0.0726226866245269,0.8858178853988647,0.1400767862796783,0.2239050567150116,0.801273763179779,-0.1329257488250732,0.2526679337024688,0.8688173294067383,0.0591479502084723,0.053290899062506,0.00219825219225,-0.000862556695938,0.0,0.0,1,1.0
crossover_02_05_1.mp4,9,0.1550882905721664,0.0006623884042104,0.1090518315633137,0.0785902440547943,-0.0297097563743591,0.9605008363723756,-0.0795779824256897,-0.0157306194305419,0.9763539433479308,0.0461712181568145,0.0714523196220398,0.7827672958374023,-0.039156824350357,0.0733642578125,0.8653305768966675,0.1402418315410614,0.2237386703491211,0.7891685962677002,-0.1327839493751526,0.252548336982727,0.8603297472000122,0.0590319988114371,0.0534712317476723,0.0020074497770379,-0.0010700980822245,0.0,0.0,1,1.0
